Address,City,State,Median Household Income
"3600 BLOCK OF STADIUM DR, Kalamazoo, MI",Kalamazoo,MI,
"3700 BLOCK OF STADIUM DR, Kalamazoo, MI",Kalamazoo,MI,
"PARKVIEW AVE&MADISON ST, Kalamazoo, MI",Kalamazoo,MI,
"4000 BLOCK OF DEBBIE LN, Kalamazoo, MI",Kalamazoo,MI,
"3500 BLOCK OF STADIUM DR, Kalamazoo, MI",Kalamazoo,MI,
"2000 BLOCK OF SENECA LN, Kalamazoo, MI",Kalamazoo,MI,
"4100 BLOCK OF JODY LN, Kalamazoo, MI",Kalamazoo,MI,
"2000 BLOCK OF SENECA LN, Kalamazoo, MI",Kalamazoo,MI,
"4000 BLOCK OF DEBBIE LN, Kalamazoo, MI",Kalamazoo,MI,
"4000 BLOCK OF DEBBIE LN, Kalamazoo, MI",Kalamazoo,MI,
"PILLSBURY AVENUE, Albert Lea, MN",Albert Lea,MN,"$56,347"
"500 BLOCK OF EDGEWOOD AVE, Albert Lea, MN",Albert Lea,MN,"$56,347"
"1700 BLOCK OF E MAIN ST, Albert Lea, MN",Albert Lea,MN,"$56,347"
"200 BLOCK OF S BROADWAY, Albert Lea, MN",Albert Lea,MN,"$56,347"
"1700 BLOCK OF E MAIN ST, Albert Lea, MN",Albert Lea,MN,"$56,347"
"1100 BLOCK OF E MAIN ST, Albert Lea, MN",Albert Lea,MN,"$56,347"
"900 BLOCK OF ST THOMAS AVE, Albert Lea, MN",Albert Lea,MN,"$56,347"
"2500 BLOCK OF BRIDGE AVE, Albert Lea, MN",Albert Lea,MN,"$56,347"
"400 BLOCK OF ULSTAD AVE, Albert Lea, MN",Albert Lea,MN,"$56,347"
"RUBLE AVENUE, Albert Lea, MN",Albert Lea,MN,"$56,347"
"1000 BLOCK OF GARFIELD AVE, Albert Lea, MN",Albert Lea,MN,"$56,347"
"1200 BLOCK OF SUNNYDALE PL, Owatonna, MN",Owatonna,MN,"$78,295"
"700 BLOCK OF DIVISION STREET, Faribault, MN",Faribault,MN,"$58,881"
"600 BLOCK OF CENTRAL AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"800 BLOCK OF FARIBAULT RD, Faribault, MN",Faribault,MN,"$58,881"
"800 BLOCK OF FARIBAULT RD, Faribault, MN",Faribault,MN,"$58,881"
"300 BLOCK OF 6TH AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"00 BLOCK OF DIVISION STREET, Faribault, MN",Faribault,MN,"$58,881"
"1100 BLOCK OF WILLOW STREET, Faribault, MN",Faribault,MN,"$58,881"
"800 BLOCK OF 3RD STREET, Faribault, MN",Faribault,MN,"$58,881"
"1200 BLOCK OF 1ST AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"400 BLOCK OF 7TH STREET, Faribault, MN",Faribault,MN,"$58,881"
"400 BLOCK OF 3RD STREET, Faribault, MN",Faribault,MN,"$58,881"
"400 BLOCK OF 2ND AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"00 BLOCK OF 1ST AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"500 BLOCK OF WILSON AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"1400 BLOCK OF HIGHWAY 60 W, Faribault, MN",Faribault,MN,"$58,881"
"400 BLOCK OF CENTRAL AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"1400 BLOCK OF AUTUMN DRIVE, Faribault, MN",Faribault,MN,"$58,881"
"2700 BLOCK OF VILLAGE DRIVE, Faribault, MN",Faribault,MN,"$58,881"
"9TH STREET NW AND 3RD AVENUE NW, Faribault, MN",Faribault,MN,"$58,881"
"00 BLOCK OF 4TH STREET NW, Faribault, MN",Faribault,MN,"$58,881"
"1100 BLOCK OF LINDEN LANE, Faribault, MN",Faribault,MN,"$58,881"
"300 BLOCK OF SUNSHINE LANE, Faribault, MN",Faribault,MN,"$58,881"
"1200 BLOCK OF 19TH STREET SW, Faribault, MN",Faribault,MN,"$58,881"
"1200 BLOCK OF 19TH STREET SW, Faribault, MN",Faribault,MN,"$58,881"
"300 BLOCK OF 9TH AVENUE SW, Faribault, MN",Faribault,MN,"$58,881"
"LYNDALE AVENUE N AND HIGHWAY 60 W, Faribault, MN",Faribault,MN,"$58,881"
"1ST AVENUE NE AND 14TH STREET NE, Faribault, MN",Faribault,MN,"$58,881"
"1700 BLOCK OF 2ND STREET SW, Faribault, MN",Faribault,MN,"$58,881"
"900 BLOCK OF WILLOW STREET, Faribault, MN",Faribault,MN,"$58,881"
"2900 BLOCK OF 2ND AVENUE NW, Faribault, MN",Faribault,MN,"$58,881"
"100 BLOCK OF WESTERN AVENUE N, Faribault, MN",Faribault,MN,"$58,881"
"600 BLOCK OF MAPLE LAWN AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"900 BLOCK OF PARSHALL STREET, Faribault, MN",Faribault,MN,"$58,881"
"7TH STREET NW AND 8TH AVENUE NW, Faribault, MN",Faribault,MN,"$58,881"
"1500 BLOCK OF 4TH STREET NW, Faribault, MN",Faribault,MN,"$58,881"
"700 BLOCK OF 2ND STREET NW, Faribault, MN",Faribault,MN,"$58,881"
"800 BLOCK OF 7TH STREET NW, Faribault, MN",Faribault,MN,"$58,881"
"800 BLOCK OF DIVISION STREET E, Faribault, MN",Faribault,MN,"$58,881"
"1900 BLOCK OF GRANT STREET, Faribault, MN",Faribault,MN,"$58,881"
"600 BLOCK OF ROSE DRIVE, Faribault, MN",Faribault,MN,"$58,881"
"9TH AVENUE SW AND 12TH STREET SW, Faribault, MN",Faribault,MN,"$58,881"
"100 BLOCK OF WESTERN AVENUE N, Faribault, MN",Faribault,MN,"$58,881"
"LYNDALE AVENUE N AND HIGHWAY 60 W, Faribault, MN",Faribault,MN,"$58,881"
"1900 BLOCK OF 2ND AVENUE NW, Faribault, MN",Faribault,MN,"$58,881"
"1400 BLOCK OF HULETT AVENUE, Faribault, MN",Faribault,MN,"$58,881"
"INTERSTATE 35 MM 59 NB, Faribault, MN",Faribault,MN,"$58,881"
"1000 BLOCK OF MARSH ST, Mankato, MN",Mankato,MN,"$61,726"
"OAKLAWN AVE AND PLUM ST, Mankato, MN",Mankato,MN,"$61,726"
"700 BLOCK OF GLENWOOD AVE, Mankato, MN",Mankato,MN,"$61,726"
"400 BLOCK OF S FRONT ST, Mankato, MN",Mankato,MN,"$61,726"
"EASTWOOD DR AND POHL RD, Mankato, MN",Mankato,MN,"$61,726"
"LUTHER DR AND MARSH ST, Mankato, MN",Mankato,MN,"$61,726"
"300 BLOCK OF S BROAD ST, Mankato, MN",Mankato,MN,"$61,726"
"600 BLOCK OF S FRONT ST, Mankato, MN",Mankato,MN,"$61,726"
"400 BLOCK OF S 2ND ST, Mankato, MN",Mankato,MN,"$61,726"
"210-1 AND 00 BLOCK OF THOMPSON ST, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF POHL RD, Mankato, MN",Mankato,MN,"$61,726"
"800 BLOCK OF S 2ND ST, Mankato, MN",Mankato,MN,"$61,726"
"1300 BLOCK OF N RIVERFRONT DR, Mankato, MN",Mankato,MN,"$61,726"
"200 BLOCK OF E MAIN ST, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF GLENWOOD AVE, Mankato, MN",Mankato,MN,"$61,726"
"3000 BLOCK OF ADAMS ST, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF HOMESTEAD RD, Mankato, MN",Mankato,MN,"$61,726"
"200 BLOCK OF WOODHILL CT, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF E WALNUT ST, Mankato, MN",Mankato,MN,"$61,726"
"600 BLOCK OF S FRONT ST, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF E HICKORY ST, Mankato, MN",Mankato,MN,"$61,726"
"800 BLOCK OF S FRONT ST, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF EASTWOOD DR, Mankato, MN",Mankato,MN,"$61,726"
"1400 BLOCK OF 3RD AVE, Mankato, MN",Mankato,MN,"$61,726"
"200 BLOCK OF BRIARGATE RD, Mankato, MN",Mankato,MN,"$61,726"
"1000 BLOCK OF HOPE ST, Mankato, MN",Mankato,MN,"$61,726"
"BALCERZAK DR AND POHL RD, Mankato, MN",Mankato,MN,"$61,726"
"400 BLOCK OF S RIVERFRONT DR, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF E WELCOME AVE, Mankato, MN",Mankato,MN,"$61,726"
"DIVISION ST AND PLUM ST, Mankato, MN",Mankato,MN,"$61,726"
"800 BLOCK OF N 2ND ST, Mankato, MN",Mankato,MN,"$61,726"
"500 BLOCK OF S RIVERFRONT DR, Mankato, MN",Mankato,MN,"$61,726"
"200 BLOCK OF E ELM ST, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF MEADOW LN, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF E WALNUT ST, Mankato, MN",Mankato,MN,"$61,726"
"2ND ST AND SPRING ST, Mankato, MN",Mankato,MN,"$61,726"
"00 BLOCK OF CIVIC CENTER PLAZA, Mankato, MN",Mankato,MN,"$61,726"
"500 BLOCK OF N 4TH ST, Mankato, MN",Mankato,MN,"$61,726"
"300 BLOCK OF N RIVERFRONT DR, Mankato, MN",Mankato,MN,"$61,726"
"100 BLOCK OF LINCOLN ST, Mankato, MN",Mankato,MN,"$61,726"
"400 BLOCK OF N 6TH ST, Mankato, MN",Mankato,MN,"$61,726"
"1000 BLOCK OF MARSH ST, Mankato, MN",Mankato,MN,"$61,726"
"300 BLOCK OF RAMSEY ST, Mankato, MN",Mankato,MN,"$61,726"
"400 BLOCK OF N 6TH ST, Mankato, MN",Mankato,MN,"$61,726"
"1000 BLOCK OF MONKS AVE, Mankato, MN",Mankato,MN,"$61,726"
"600 BLOCK OF S RIVERFRONT DR, Mankato, MN",Mankato,MN,"$61,726"
"500 BLOCK OF N RIVERFRONT DR, Mankato, MN",Mankato,MN,"$61,726"
"BROAD ST AND JACKSON ST, Mankato, MN",Mankato,MN,"$61,726"
"200 BLOCK OF LAUREL ST, Crow Wing County, MN",Crow Wing County,MN,"$65,975"
"300 BLOCK OF LAUREL ST, Crow Wing County, MN",Crow Wing County,MN,"$65,975"
"300 BLOCK OF LAUREL ST, Crow Wing County, MN",Crow Wing County,MN,"$65,975"
"300 BLOCK OF LAUREL ST, Crow Wing County, MN",Crow Wing County,MN,"$65,975"
"300 BLOCK OF LAUREL ST, Crow Wing County, MN",Crow Wing County,MN,"$65,975"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST STE 12, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"800 BLOCK OF WASHINGTON ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"700 BLOCK OF QUINCE ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF W LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"600 BLOCK OF NORWOOD ST, Brainerd, MN",Brainerd,MN,"$46,933"
"13900 BLOCK OF BAXTER DR, Baxter, MN",Baxter,MN,"$67,064"
"1700 BLOCK OF GRAYDON AVE, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"NW 4TH ST AND WASHINGTON ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF SW 5TH ST, Brainerd, MN",Brainerd,MN,"$46,933"
"ETHEL ST AND 5TH ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"300 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"200 BLOCK OF LAUREL ST, Brainerd, MN",Brainerd,MN,"$46,933"
"18TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"1100 BLOCK OF 19TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1500 BLOCK OF 10TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"1900 BLOCK OF 18TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"3000 BLOCK OF COVENT GARDENS ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1800 BLOCK OF BELSLY BLVD, Moorhead, MN",Moorhead,MN,"$68,680"
"2800 BLOCK OF 5TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"3300 BLOCK OF 20TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"2900 BLOCK OF HEATHERWOOD CIR S, Moorhead, MN",Moorhead,MN,"$68,680"
"20TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1500 BLOCK OF 20TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1100 BLOCK OF 20TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"3000 BLOCK OF COVENT GARDENS ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"2100 BLOCK OF 19TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"18TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"3600 BLOCK OF 8TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"2200 BLOCK OF 12TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"17TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1900 BLOCK OF 16TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"700 BLOCK OF 30TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"900 BLOCK OF HOLIDAY DR, Moorhead, MN",Moorhead,MN,"$68,680"
"1800 BLOCK OF 20TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"900 BLOCK OF 18TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"2800 BLOCK OF 5TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"600 BLOCK OF 14TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1100 BLOCK OF BELSLY BLVD, Moorhead, MN",Moorhead,MN,"$68,680"
"1900 BLOCK OF 18TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"8TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1100 BLOCK OF 19TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"8TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"2900 BLOCK OF 17TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"900 BLOCK OF 12TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1900 BLOCK OF 18TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"3100 BLOCK OF 26TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"00 BLOCK OF 8TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1100 BLOCK OF 19TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"3800 BLOCK OF 16TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1300 BLOCK OF 17TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"3200 BLOCK OF 9TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1500 BLOCK OF 20TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1000 BLOCK OF 35TH AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"900 BLOCK OF 17TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"1900 BLOCK OF 21ST AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"1300 BLOCK OF BELSLY BLVD, Moorhead, MN",Moorhead,MN,"$68,680"
"1100 BLOCK OF BELSLY BLVD, Moorhead, MN",Moorhead,MN,"$68,680"
"2900 BLOCK OF HANOVER AVE S, Moorhead, MN",Moorhead,MN,"$68,680"
"3000 BLOCK OF 18TH ST S, Moorhead, MN",Moorhead,MN,"$68,680"
"68TH AVENUE NE, Cass County, MN",Cass County,MN,"$61,970"
"E REDWOOD BLVD, Sioux Falls, SD",Sioux Falls,SD,"$71,785"
"23000 BLOCK OF BIRKETT AVE, Magnolia, MN",Magnolia,MN,"$55,000"
"14000 BLOCK OF DURFEE AVE, Lismore, MN",Lismore,MN,"$56,069"
"E 4TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"EAGLE RUN, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"5TH ST, Baltic, SD",Baltic,SD,"$94,167"
"475TH AVE, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"HWY 115, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"GARFIELD AVE, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"259TH ST, Brandon, SD",Brandon,SD,"$101,747"
"259TH ST, Brandon, SD",Brandon,SD,"$101,747"
"E 10TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"257TH ST, Garretson, SD",Garretson,SD,"$65,474"
"OLSON ST, Valley Springs, SD",Valley Springs,SD,"$94,722"
"N SPLITROCK BLVD, Sioux Falls, SD",Sioux Falls,SD,"$71,785"
"E 6TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"475TH AVE, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"4TH ST, Garretson, SD",Garretson,SD,"$65,474"
"S 4TH AVE, Brandon, SD",Brandon,SD,"$101,747"
"BLUERIDGE RD, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"HWY 115, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"W 4TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"ORLEANS AVE, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"E 6TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"KLEIN AVE, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"BULLDOG AVE, Baltic, SD",Baltic,SD,"$94,167"
"E 4TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"S 4TH AVE, Brandon, SD",Brandon,SD,"$101,747"
"STATE AVE, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"E 8TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"OAK AVE, Crooks, SD",Crooks,SD,"$113,917"
"E 6TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"E 4TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"W 4TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"DOWS ST, Garretson, SD",Garretson,SD,"$65,474"
"BULLDOG AVE, Baltic, SD",Baltic,SD,"$94,167"
"E HOLLY BLVD, Brandon, SD",Brandon,SD,"$101,747"
"1100 BLOCK OF 109TH ST, Leota, MN",Leota,MN,"$54,861"
"482ND AVE, Brandon, SD",Brandon,SD,"$101,747"
"BULLDOG AVE, Baltic, SD",Baltic,SD,"$94,167"
"W 1ST ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"E 8TH ST, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"485TH AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"THRESHER DR, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"484TH AVE, Garretson, SD",Garretson,SD,"$65,474"
"250TH ST, Garretson, SD",Garretson,SD,"$65,474"
"GARFIELD AVE, Dell Rapids, SD",Dell Rapids,SD,"$88,958"
"4TH ST, Garretson, SD",Garretson,SD,"$65,474"
"2ND AVE AND 10TH ST, Worthington, MN",Worthington,MN,"$58,690"
"2400 BLOCK OF HWY 60, Worthington, MN",Worthington,MN,"$58,690"
"10TH ST AND 2ND AVE, Worthington, MN",Worthington,MN,"$58,690"
"2400 BLOCK OF HWY 60, Worthington, MN",Worthington,MN,"$58,690"
"200 BLOCK OF CO RD 5, Worthington, MN",Worthington,MN,"$58,690"
"2400 BLOCK OF HWY 60, Worthington, MN",Worthington,MN,"$58,690"
"10TH ST AND 2ND AVE, Worthington, MN",Worthington,MN,"$58,690"
"6TH AVE AND 13TH ST, Worthington, MN",Worthington,MN,"$58,690"
"6TH AVE AND 12TH ST, Worthington, MN",Worthington,MN,"$58,690"
"5TH AVE AND 10TH ST, Brewster, MN",Brewster,MN,"$55,481"
"10TH ST AND 2ND AVE, Worthington, MN",Worthington,MN,"$58,690"
"23000 BLOCK OF BIRKETT AVE, Magnolia, MN",Magnolia,MN,"$55,000"
"16000 BLOCK OF 250TH ST, Adrian, MN",Adrian,MN,"$69,450"
"OLSON ST, Valley Springs, SD",Valley Springs,SD,"$94,722"
"4TH ST, Garretson, SD",Garretson,SD,"$65,474"
"DOWS ST, Garretson, SD",Garretson,SD,"$65,474"
"1100 BLOCK OF 109TH ST, Leota, MN",Leota,MN,"$54,861"
"CO RD 35 AND DILLMAN AVE, Adrian, MN",Adrian,MN,"$69,450"
"US HWY 91 AND 290TH ST, Nobles County, MN",Nobles County,MN,"$62,973"
"485TH AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"400 BLOCK OF S WALNUT ST, Ellsworth, MN",Ellsworth,MN,"$56,429"
"4TH ST, Garretson, SD",Garretson,SD,"$65,474"
"MAIN AVE, Garretson, SD",Garretson,SD,"$65,474"
"4TH ST, Garretson, SD",Garretson,SD,"$65,474"
"SUNNYSIDE AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"100 BLOCK OF S 3RD AVE, Lismore, MN",Lismore,MN,"$56,069"
"4TH ST, Garretson, SD",Garretson,SD,"$65,474"
"2ND ST, Garretson, SD",Garretson,SD,"$65,474"
"CLIFF AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"18000 BLOCK OF ST HWY 91, Lismore, MN",Lismore,MN,"$56,069"
"5TH ST, Garretson, SD",Garretson,SD,"$65,474"
"600 BLOCK OF BROADWAY ST, Ellsworth, MN",Ellsworth,MN,"$56,429"
"5TH ST, Garretson, SD",Garretson,SD,"$65,474"
"200 BLOCK OF W 3RD AVE, Ellsworth, MN",Ellsworth,MN,"$56,429"
"11000 BLOCK OF BIRKETT AVE, Leota, MN",Leota,MN,"$54,861"
"VALLEY DR, Valley Springs, SD",Valley Springs,SD,"$94,722"
"3RD ST, Garretson, SD",Garretson,SD,"$65,474"
"485TH AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"VALLEY DR, Valley Springs, SD",Valley Springs,SD,"$94,722"
"DOWS ST, Garretson, SD",Garretson,SD,"$65,474"
"485TH AVE, Garretson, SD",Garretson,SD,"$65,474"
"2ND ST, Garretson, SD",Garretson,SD,"$65,474"
"487TH AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"487TH AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"RILEY ST, Valley Springs, SD",Valley Springs,SD,"$94,722"
"DOWS ST, Garretson, SD",Garretson,SD,"$65,474"
"261ST ST, Valley Springs, SD",Valley Springs,SD,"$94,722"
"485TH AVE, Garretson, SD",Garretson,SD,"$65,474"
"280TH ST AND DILLMAN AVE, Adrian, MN",Adrian,MN,"$69,450"
"DOWS ST, Garretson, SD",Garretson,SD,"$65,474"
"485TH AVE, Garretson, SD",Garretson,SD,"$65,474"
"CLIFF AVE, Valley Springs, SD",Valley Springs,SD,"$94,722"
"3RD ST, Garretson, SD",Garretson,SD,"$65,474"
"OLSON ST, Valley Springs, SD",Valley Springs,SD,"$94,722"
"PARK DR, Valley Springs, SD",Valley Springs,SD,"$94,722"
"4TH ST, Garretson, SD",Garretson,SD,"$65,474"
"DOWS ST, Garretson, SD",Garretson,SD,"$65,474"
"VALLEY DR, Valley Springs, SD",Valley Springs,SD,"$94,722"
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"EDMUND AVE, St. Paul, MN",St. Paul,MN,
"EDMUND AVE, St. Paul, MN",St. Paul,MN,
"FAIRVIEW AVE N, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"SHERBURNE AVE, St. Paul, MN",St. Paul,MN,
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"MINNEHAHA AVE W, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"CHARLES AVE, St. Paul, MN",St. Paul,MN,
"ROY ST N, St. Paul, MN",St. Paul,MN,
"LAFOND AVE, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"MINNEHAHA AVE W, St. Paul, MN",St. Paul,MN,
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"ENGLEWOOD AVE, St. Paul, MN",St. Paul,MN,
"EDMUND AVE, St. Paul, MN",St. Paul,MN,
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"MARSHALL AVE, St. Paul, MN",St. Paul,MN,
"MARSHALL AVE, St. Paul, MN",St. Paul,MN,
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"SHERBURNE AVE, St. Paul, MN",St. Paul,MN,
"MINNEHAHA AVE W, St. Paul, MN",St. Paul,MN,
"SNELLING AVE N, St. Paul, MN",St. Paul,MN,
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"CHARLES AVE, St. Paul, MN",St. Paul,MN,
"UNIVERSITY AVE W, St. Paul, MN",St. Paul,MN,
"CHELTON AVE, St. Paul, MN",St. Paul,MN,
